#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ゴアＸレギンス,0,2,9,1,11,99,0,73,97,-2,3,-1,2,-2,回避性能,4,体術,3,,,,,,,黒蝕竜の重殻,5,黒蝕竜の厚鱗,4,黒蝕竜の剛惨爪,3,ピュアクリスタル,1
GXゴアグリーヴ,0,1,9,2,13,99,0,126,164,-2,2,-1,2,-2,細菌学,4,我慢,2,,,,,,,希望の証ＸＸ,1,黒蝕竜の剛惨爪,5,穢れた竜鱗,7,天廻龍の厚鱗,4
GXゴアレギンス,0,2,9,2,13,99,0,75,99,-2,3,-1,2,-2,細菌学,4,我慢,2,,,,,,,希望の証ＸＸ,1,黒蝕竜の剛惨爪,5,穢れた竜鱗,7,天廻龍の厚鱗,4
ゴアXRグリーヴ,0,1,9,1,13,99,0,116,154,-2,2,-1,2,-2,闘魂,8,,,,,,,,,獰猛化黒蝕竜厚鱗,1,黒蝕竜の重殻,5,獰猛な蝕龍厚鱗,1,黒蝕竜素材(Ｇ級pts),8
ゴアXRレギンス,0,2,9,1,13,99,0,69,93,-2,3,-1,2,-2,闘魂,8,,,,,,,,,獰猛化黒蝕竜厚鱗,1,黒蝕竜の重殻,5,獰猛な蝕龍厚鱗,1,黒蝕竜素材(Ｇ級pts),8
レギオスＸグリーヴ,0,1,9,1,12,99,0,120,158,2,0,-3,-2,0,体術,5,刃鱗,2,抜刀会心,1,,,,,千刃竜の斬刃鱗,5,千刃竜の閃裂爪,5,千刃竜の尖翼爪,3,重竜骨,4
レギオスＸレギンス,0,2,9,1,12,99,0,72,96,4,0,-3,-2,0,体術,5,刃鱗,2,射法,1,,,,,千刃竜の斬刃鱗,5,千刃竜の閃裂爪,5,千刃竜の尖翼爪,3,重竜骨,4
ドボルＸグリーヴ,0,1,9,2,12,99,0,126,164,-3,2,1,-2,1,溜め短縮,3,剛腕,2,,,,,,,尾槌竜の重尾甲,4,尾槌竜の重苔甲,4,霜降りのコブ,3,強竜骨,3
ドボルＸレギンス,0,2,9,2,12,99,0,75,99,-2,2,1,-2,1,溜め短縮,3,剛腕,2,,,,,,,尾槌竜の重尾甲,4,尾槌竜の重苔甲,4,霜降りのコブ,3,強竜骨,3
レックスＸグリーヴ,0,1,9,2,12,99,0,124,162,2,0,-3,0,-2,聴覚保護,3,食事,2,無傷,1,,,,,轟竜の厚鱗,4,轟竜の剛爪,2,轟竜の堅殻,4,アルティマ結晶,4
レックスＸレギンス,0,2,9,2,12,99,0,74,98,4,0,-3,0,-2,聴覚保護,3,食事,2,無傷,1,,,,,轟竜の厚鱗,4,轟竜の剛爪,2,轟竜の堅殻,4,アルティマ結晶,4
GXレックスグリーヴ,0,1,9,2,13,99,0,126,164,2,0,-3,0,-2,逆上,3,肉食,2,食事,1,,,,,希望の証ＸＸ,1,轟竜の厚鱗,6,轟竜の上鱗,5,金獅子の剛爪,3
GXレックスレギンス,0,2,9,2,13,99,0,75,99,4,0,-3,0,-2,逆上,3,肉食,2,食事,1,,,,,希望の証ＸＸ,1,轟竜の厚鱗,6,轟竜の上鱗,5,金獅子の剛爪,3
レックスXRグリーヴ,0,1,9,1,13,99,0,120,158,2,0,-3,0,-2,聴覚保護,7,,,,,,,,,獰猛化轟竜厚鱗,1,轟竜の重殻,5,轟竜の重牙,6,轟竜素材(Ｇ級pts),8
レックスXRレギンス,0,2,9,1,13,99,0,72,96,4,0,-3,0,-2,聴覚保護,7,,,,,,,,,獰猛化轟竜厚鱗,1,轟竜の重殻,5,轟竜の重牙,6,轟竜素材(Ｇ級pts),8
ディアブロＸグリーヴ,0,1,9,1,12,99,0,124,162,3,-1,-1,-3,-1,抜刀会心,2,重撃,2,闘魂,2,,,,,角竜の重殻,4,上質なねじれた角,1,重竜骨,4,迅竜の上黒毛,4
ディアブロＸレギンス,0,2,9,1,12,99,0,74,98,3,0,0,-3,0,装填速度,2,重撃,2,闘魂,2,,,,,角竜の重殻,4,上質なねじれた角,1,重竜骨,4,迅竜の上黒毛,4
ディアブロXRグリーヴ,0,1,9,1,13,99,0,118,156,3,-1,-1,-3,-1,抜刀減気,8,,,,,,,,,獰猛化角竜重殻,1,角竜の重甲,4,堅竜骨,6,角竜素材(Ｇ級pts),8
ディアブロXRレギンス,0,2,9,1,13,99,0,70,94,3,0,0,-3,0,変則射撃,8,,,,,,,,,獰猛化角竜重殻,1,角竜の重甲,4,堅竜骨,6,角竜素材(Ｇ級pts),8
キリンＸレガース,0,1,9,1,11,99,0,124,162,-1,-1,3,0,2,属性攻撃,3,属性会心,2,スタミナ,2,加護,2,,,キリンの特上皮,1,キリンの靭雷尾,3,ゴム質の特上皮,2,電撃袋,6
キリンＸブーツ,0,2,9,1,11,99,0,74,98,-1,-1,4,0,2,属性攻撃,3,属性会心,2,スタミナ,2,加護,2,,,キリンの特上皮,1,キリンの靭雷尾,3,ゴム質の特上皮,2,電撃袋,6
キリンXRレガース,0,1,9,2,11,99,0,120,158,-1,-1,3,0,2,加護,7,,,,,,,,,獰猛な雷電袋,1,キリンの特上皮,3,キリンの上皮,5,獰猛化素材(Ｇ級pts),8
キリンXRブーツ,0,2,9,2,11,99,0,72,96,-1,-1,4,0,2,加護,6,,,,,,,,,獰猛な雷電袋,1,キリンの特上皮,3,キリンの上皮,5,獰猛化素材(Ｇ級pts),8
ブラキＸグリーヴ,0,1,9,2,12,99,0,126,164,2,-4,0,-2,0,細菌学,4,闘魂,2,,,,,,,砕竜の重殻,4,砕竜の重黒曜甲,2,砕竜の剛鉄拳,2,カブレライト鉱石,5
ブラキＸレギンス,0,2,9,2,12,99,0,75,99,2,-3,0,-2,0,細菌学,3,闘魂,2,,,,,,,砕竜の重殻,4,砕竜の重黒曜甲,2,砕竜の剛鉄拳,2,カブレライト鉱石,5
GXブラキグリーヴ,0,1,9,2,13,99,0,130,168,2,-4,0,-2,0,爆弾強化,5,匠,2,,,,,,,希望の証ＸＸ,1,砕竜の重殻,5,砕竜の堅黒曜甲,5,モンスターの特濃,8
GXブラキレギンス,0,2,9,2,13,99,0,78,102,2,-3,0,-2,0,爆弾強化,5,速射,2,,,,,,,希望の証ＸＸ,1,砕竜の重殻,5,砕竜の堅黒曜甲,5,モンスターの特濃,8
アークＸグリーヴ,1,1,9,1,12,99,0,130,168,-2,2,0,2,-4,匠,4,節食,2,潔癖,1,,,,,天廻龍の重殻,5,天廻龍の厚鱗,4,天廻龍の剛浄爪,3,強竜骨,6
アークＸレギンス,1,2,9,2,12,99,0,78,102,-2,2,0,2,-3,通常弾強化,4,節食,2,潔癖,1,,,,,天廻龍の重殻,5,天廻龍の厚鱗,4,天廻龍の剛浄爪,3,強竜骨,6
フィリアＸグリーヴ,2,1,9,1,12,99,0,130,168,-2,2,0,2,-4,匠,4,節食,2,潔癖,1,,,,,天廻龍の重殻,5,天廻龍の厚鱗,4,天廻龍の剛浄爪,3,強竜骨,6
フィリアＸレギンス,2,2,9,2,12,99,0,78,102,-2,2,0,2,-3,通常弾強化,4,節食,2,潔癖,1,,,,,天廻龍の重殻,5,天廻龍の厚鱗,4,天廻龍の剛浄爪,3,強竜骨,6
GXアークグリーヴ,1,1,9,2,13,99,0,132,170,-2,2,0,2,-4,ガード性能,4,チャンス,2,節食,2,,,,,希望の証ＸＸ,1,天廻龍の剛浄爪,4,純白の龍鱗,6,黒蝕竜の厚鱗,5
GXアークレギンス,1,2,9,2,13,99,0,79,103,-2,2,0,2,-3,反動,4,チャンス,2,節食,2,,,,,希望の証ＸＸ,1,天廻龍の剛浄爪,4,純白の龍鱗,6,黒蝕竜の厚鱗,5
GXフィリアグリーヴ,2,1,9,2,13,99,0,132,170,-2,2,0,2,-4,ガード性能,4,チャンス,2,節食,2,,,,,希望の証ＸＸ,1,天廻龍の剛浄爪,4,純白の龍鱗,6,黒蝕竜の厚鱗,5
GXフィリアレギンス,2,2,9,2,13,99,0,79,103,-2,2,0,2,-3,反動,4,チャンス,2,節食,2,,,,,希望の証ＸＸ,1,天廻龍の剛浄爪,4,純白の龍鱗,6,黒蝕竜の厚鱗,5
アークXRグリーヴ,1,1,9,0,13,99,0,124,162,-2,2,0,2,-4,匠,8,,,,,,,,,獰猛な蝕龍厚鱗,1,天廻龍の厚鱗,5,獰猛化黒蝕竜厚鱗,1,天廻龍素材(Ｇ級pts),8
アークXRレギンス,1,2,9,0,13,99,0,74,98,-2,2,0,2,-3,通常弾強化,8,,,,,,,,,獰猛な蝕龍厚鱗,1,天廻龍の厚鱗,5,獰猛化黒蝕竜厚鱗,1,天廻龍素材(Ｇ級pts),8
フィリアXRグリーヴ,2,1,9,0,13,99,0,124,162,-2,2,0,2,-4,匠,8,,,,,,,,,獰猛な蝕龍厚鱗,1,天廻龍の厚鱗,5,獰猛化黒蝕竜厚鱗,1,天廻龍素材(Ｇ級pts),8
フィリアXRレギンス,2,2,9,0,13,99,0,74,98,-2,2,0,2,-3,通常弾強化,8,,,,,,,,,獰猛な蝕龍厚鱗,1,天廻龍の厚鱗,5,獰猛化黒蝕竜厚鱗,1,天廻龍素材(Ｇ級pts),8
バルクＸグリーヴ,0,1,9,1,12,99,0,134,172,-2,-2,-2,-2,3,攻撃,3,龍気,3,走行継続,2,窮地,2,,,天彗龍の撃槍翼,1,天彗龍の厚鱗,3,天彗龍の剛爪,2,砕竜の堅黒曜甲,3
バルクＸレギンス,0,2,9,1,12,99,0,80,104,-2,-2,-2,-2,4,攻撃,3,龍気,3,走行継続,2,窮地,2,,,天彗龍の撃槍翼,1,天彗龍の厚鱗,3,天彗龍の剛爪,2,砕竜の堅黒曜甲,3
斉天ノ具足・真,0,1,9,1,12,99,0,120,158,2,1,3,-5,2,攻撃,3,逆上,2,無心,2,気配,-2,,,金獅子の剛角,1,金獅子の黒荒毛,3,キリンの特上皮,2,恐暴竜の黒鱗,4
仙師ノ具足・真,0,2,9,1,12,99,0,72,96,2,1,3,-4,2,攻撃,3,無傷,2,気配,2,無心,2,,,金獅子の剛角,1,金獅子の黒荒毛,3,キリンの特上皮,2,恐暴竜の黒鱗,4
バンギスＸグリーヴ,0,1,9,1,12,99,0,128,166,0,0,-4,0,-4,痛撃,2,重撃,2,食欲,2,,,,,恐暴竜の剛鉤爪,4,恐暴竜の厚黒鱗,6,恐暴竜の大牙,4,鎧竜の延髄,1
バンギスＸレギンス,0,2,9,1,12,99,0,76,100,0,0,-3,0,-4,痛撃,2,重撃,2,食欲,2,,,,,恐暴竜の剛鉤爪,4,恐暴竜の厚黒鱗,6,恐暴竜の大牙,4,鎧竜の延髄,1
ケイオスグリーヴ,1,1,9,2,13,99,0,126,164,-3,3,-1,2,-3,剛撃,2,狂撃耐性,1,攻撃,1,運気,-2,,,★生産素材未入力,1,,,,,,
ケイオスレギンス,1,2,9,2,13,99,0,75,99,-2,3,-1,2,-3,剛撃,2,狂撃耐性,1,攻撃,1,運気,-2,,,★生産素材未入力,1,,,,,,
ネフィリムグリーヴ,2,1,9,2,13,99,0,126,164,-3,3,-1,2,-3,剛撃,2,狂撃耐性,1,攻撃,1,運気,-2,,,二律を纏う乱翼,2,渾沌の竜鱗,3,黒蝕竜の剛惨爪,3,ピュアクリスタル,2
ネフィリムレギンス,2,2,9,2,13,99,0,75,99,-2,3,-1,2,-3,剛撃,2,狂撃耐性,1,攻撃,1,運気,-2,,,二律を纏う乱翼,2,渾沌の竜鱗,3,黒蝕竜の剛惨爪,3,ピュアクリスタル,2
クロオビＸグリーヴ,0,1,9,0,11,99,0,120,158,3,3,3,3,3,胴系統倍加,1,,,,,,,,,タツジンチケットＧ,1,ガルルガコイン,2,ガンキンコイン,2,,
クロオビＸレギンス,0,2,9,0,11,99,0,72,96,3,3,3,3,4,胴系統倍加,1,,,,,,,,,タツジンチケットＧ,1,ガルルガコイン,2,ガンキンコイン,2,,
ガーディアンＸブーツ,1,1,9,3,12,99,0,126,164,0,0,0,0,0,ガード性能,3,気配,-2,,,,,,,★生産素材未入力,1,,,,,,
ガーディアンＸフット,1,2,9,3,12,99,0,75,99,0,0,0,0,0,ガード性能,3,気配,-2,,,,,,,★生産素材未入力,1,,,,,,
ガーディアンＺブーツ,1,1,9,2,12,99,0,128,166,0,0,0,0,0,ガード性能,3,砲術,2,気配,-2,,,,,★生産素材未入力,1,,,,,,
ガーディアンＺフット,1,2,9,2,12,99,0,76,100,0,0,0,0,0,ガード性能,3,反動,2,気配,-2,,,,,★生産素材未入力,1,,,,,,
Ｇ・ガードＸブーツ蒼,1,1,9,2,12,99,0,130,168,0,0,0,0,0,気まぐれ,3,采配,2,護石王,2,,,,,★生産素材未入力,1,,,,,,
Ｇ・ガードＸタイツ蒼,1,2,9,2,12,99,0,78,102,0,0,0,0,0,気まぐれ,3,采配,2,護石王,1,,,,,★生産素材未入力,1,,,,,,
Ｇ・ガードＸブーツ蒼,2,1,9,2,12,99,0,130,168,0,0,0,0,0,気まぐれ,3,采配,2,護石王,2,,,,,ギルドチケットＧ,1,ポッケチケットＧ,1,海竜の厚鱗,4,ランポスの大上皮,5
Ｇ・ガードＸタイツ蒼,2,2,9,2,12,99,0,78,102,0,0,0,0,0,気まぐれ,3,采配,2,護石王,1,,,,,ギルドチケットＧ,1,ポッケチケットＧ,1,海竜の厚鱗,4,ランポスの大上皮,5
Ｇ・ガードＸブーツ紅,1,1,9,1,12,99,0,130,168,0,0,0,0,0,剥ぎ取り,4,重撃,2,采配,2,,,,,★生産素材未入力,1,,,,,,
Ｇ・ガードＸタイツ紅,1,2,9,1,12,99,0,78,102,0,0,0,0,0,剥ぎ取り,3,重撃,2,采配,2,,,,,★生産素材未入力,1,,,,,,
Ｇ・ガードＸブーツ紅,2,1,9,1,12,99,0,130,168,0,0,0,0,0,剥ぎ取り,4,重撃,2,采配,2,,,,,ギルドチケットＧ,1,ポッケチケットＧ,1,鬼蛙の厚鱗,5,溶岩獣の上鱗,6
Ｇ・ガードＸタイツ紅,2,2,9,1,12,99,0,78,102,0,0,0,0,0,剥ぎ取り,3,重撃,2,采配,2,,,,,ギルドチケットＧ,1,ポッケチケットＧ,1,鬼蛙の厚鱗,5,溶岩獣の上鱗,6
ブラックＸフット,0,1,9,1,13,99,0,124,162,2,2,2,2,-5,抜刀会心,2,溜め短縮,2,居合,2,属性耐性,1,,,発光する濃粘液,3,ポッケチケットＧ,2,黒いかけら,3,いにしえの巨龍骨,4
ブラックＸレグス,0,2,9,1,13,99,0,74,98,2,2,2,3,-5,貫通弾強化,2,潔癖,2,属性耐性,1,溜め短縮,1,,,発光する濃粘液,3,ポッケチケットＧ,2,黒いかけら,3,いにしえの巨龍骨,4
ダマスクＸグリーヴ,0,1,9,2,13,99,0,120,158,-1,2,-3,1,-1,だるま,3,納刀研磨,2,抜刀会心,1,無心,1,,,骸龍の鮮青斑皮,2,金火竜の重殻,5,銀火竜の靭尾,1,骸椎骨,3
ダマスクＸレギンス,0,2,9,2,13,99,0,72,96,-1,2,-3,1,-1,だるま,3,変則射撃,2,貫通弾強化,1,無心,1,,,骸龍の鮮青斑皮,2,金火竜の重殻,5,銀火竜の靭尾,1,骸椎骨,3
ダマスクXRグリーヴ,0,1,9,1,13,99,0,114,152,-1,2,-3,1,-1,無心,6,,,,,,,,,獰猛化狩猟の証Ⅵ,1,獰猛化砕竜重殻,2,重骸体殻,5,獰猛化素材(Ｇ級pts),8
ダマスクXRレギンス,0,2,9,1,13,99,0,68,92,-1,2,-3,1,-1,無心,6,,,,,,,,,獰猛化狩猟の証Ⅵ,1,獰猛化砕竜重殻,2,重骸体殻,5,獰猛化素材(Ｇ級pts),8
クシャナＸペイル,0,1,10,1,13,99,0,132,170,-1,2,-2,3,-3,匠,3,納刀研磨,2,対炎龍,2,,,,,鋼龍の重殻,3,鋼の厚龍鱗,4,鋼龍の尖爪,3,メランジェ鉱石,3
クシャナＸハディ,0,2,10,1,13,99,0,79,103,-1,2,-2,5,-3,速射,2,弾薬節約,2,対炎龍,2,,,,,鋼龍の重殻,3,鋼の厚龍鱗,4,鋼龍の尖爪,3,メランジェ鉱石,3
GXクシャナペイル,0,1,10,2,13,99,0,134,172,-1,2,-2,3,-3,連撃,3,ガード性能,3,回避性能,1,,,,,覇王の証,1,鋼龍の重殻,5,鋼の厚龍鱗,6,鋼龍素材(Ｇ級pts),8
GXクシャナハディ,0,2,10,2,13,99,0,80,104,-1,2,-2,5,-3,装填速度,3,連撃,3,回避性能,1,,,,,覇王の証,1,鋼龍の重殻,5,鋼の厚龍鱗,6,鋼龍素材(Ｇ級pts),8
クシャナXRペイル,0,1,10,2,13,99,0,126,164,-1,2,-2,3,-3,炎熱適応,5,匠,3,毒,-2,,,,,古龍の浄濃血,1,獰猛な大氷塊,2,鋼の厚龍鱗,6,獰猛化素材(Ｇ級pts),8
クシャナXRハディ,0,2,10,1,13,99,0,75,99,-1,2,-2,5,-3,炎熱適応,5,装填数,3,毒,-2,,,,,古龍の浄濃血,1,獰猛な大氷塊,2,鋼の厚龍鱗,6,獰猛化素材(Ｇ級pts),8
ミヅハ真【具足】,0,1,10,0,13,99,0,124,162,-5,1,0,2,-3,聴覚保護,3,対鋼龍,3,特殊攻撃,2,,,,,霞龍の特上皮,2,霞龍の剛翼,1,真珠色の艶皮,2,メランジェ鉱石,5
トヨタマ真【具足】,0,2,10,0,13,99,0,74,98,-4,1,0,2,-3,聴覚保護,3,対鋼龍,3,特殊攻撃,2,,,,,霞龍の特上皮,2,霞龍の剛翼,1,真珠色の艶皮,2,メランジェ鉱石,5
GXミヅハ【具足】,0,1,10,1,13,99,0,128,166,-5,1,0,2,-3,聴覚保護,3,笛,2,我慢,2,茸食,2,,,覇王の証,1,霞龍の特上皮,5,真珠色の艶皮,8,霞龍素材(Ｇ級pts),8
GXトヨタマ【具足】,0,2,10,1,13,99,0,76,100,-4,1,0,2,-3,聴覚保護,3,笛,2,我慢,2,茸食,1,,,覇王の証,1,霞龍の特上皮,5,真珠色の艶皮,8,霞龍素材(Ｇ級pts),8
カイザーＸグリーヴ,0,1,10,1,13,99,0,128,166,4,-4,1,-1,-3,闘魂,3,気力回復,2,対霞龍,2,,,,,炎王龍の重殻,4,炎龍の塵粉,4,真紅蓮石,3,古龍の浄濃血,2
カイザーＸレギンス,0,2,10,1,13,99,0,76,100,4,-3,1,-1,-3,闘魂,3,気力回復,2,対霞龍,2,,,,,炎王龍の重殻,4,炎龍の塵粉,4,真紅蓮石,3,古龍の浄濃血,2
GXカイザーグリーヴ,0,1,10,1,13,99,0,132,170,4,-4,1,-1,-3,達人,4,聴覚保護,3,回避性能,3,,,,,覇王の証,1,炎王龍の重殻,5,獄炎の厚龍鱗,5,炎王龍素材(Ｇ級pts),8
GXカイザーレギンス,0,2,10,1,13,99,0,79,103,4,-3,1,-1,-3,達人,4,聴覚保護,3,回避性能,3,,,,,覇王の証,1,炎王龍の重殻,5,獄炎の厚龍鱗,5,炎王龍素材(Ｇ級pts),8
Ｓ・ソルＺグリーヴ,0,1,10,1,13,99,0,130,168,2,-5,-4,0,4,痛撃,3,会心強化,2,闘魂,2,,,,,銀火竜の重殻,2,銀火竜の厚鱗,4,煌炎の雫,2,アルティマ結晶,5
Ｓ・ソルＺレギンス,0,2,10,1,13,99,0,78,102,2,-5,-4,0,4,痛撃,3,会心強化,2,闘魂,2,,,,,銀火竜の重殻,2,銀火竜の厚鱗,4,煌炎の雫,2,アルティマ結晶,5
GXＳ・ソルグリーヴ,0,1,10,1,13,99,0,132,170,2,-5,-4,0,4,剥ぎ取り,3,納刀,2,護石収集,2,,,,,覇王の証,1,銀火竜の重殻,5,火竜の厚鱗,6,雄火竜素材(Ｇ級pts),8
GXＳ・ソルレギンス,0,2,10,1,13,99,0,79,103,2,-5,-4,0,4,剥ぎ取り,3,納刀,2,護石収集,2,,,,,覇王の証,1,銀火竜の重殻,5,火竜の厚鱗,6,雄火竜素材(Ｇ級pts),8
Ｓ・ソルXRグリーヴ,0,1,10,0,13,99,0,126,164,2,-5,-4,0,4,匠,5,会心強化,2,,,,,,,獰猛化銀火竜厚鱗,1,銀火竜の重殻,4,煌炎の雫,4,獰猛化素材(Ｇ級pts),8
Ｓ・ソルXRレギンス,0,2,10,0,13,99,0,75,99,2,-5,-4,0,4,装填数,5,会心強化,2,,,,,,,獰猛化銀火竜厚鱗,1,銀火竜の重殻,4,煌炎の雫,4,獰猛化素材(Ｇ級pts),8
Ｇ・ルナＺグリーヴ,0,1,10,0,13,99,0,126,164,2,-4,-6,0,4,効果持続,3,逆上,2,節食,2,祈願,2,,,金火竜の重殻,4,金火竜の厚鱗,4,強竜骨,5,古龍の浄血,2
Ｇ・ルナＺレギンス,0,2,10,0,13,99,0,75,99,2,-4,-5,0,4,効果持続,3,無傷,2,節食,2,祈願,2,,,金火竜の重殻,4,金火竜の厚鱗,4,強竜骨,5,古龍の浄血,2
GXＧ・ルナグリーヴ,0,1,10,0,13,99,0,130,168,2,-4,-6,0,4,運気,4,効果持続,2,護石収集,2,,,,,覇王の証,1,金火竜の重殻,5,雌火竜の厚鱗,4,雌火竜素材(Ｇ級pts),8
GXＧ・ルナレギンス,0,2,10,0,13,99,0,78,102,2,-4,-5,0,4,運気,4,効果持続,2,護石収集,2,,,,,覇王の証,1,金火竜の重殻,5,雌火竜の厚鱗,4,雌火竜素材(Ｇ級pts),8
怒天ノ袴・真,0,1,10,2,13,99,0,130,168,2,1,3,-6,2,無心,3,回避術,2,気配,-2,,,,,金獅子の怒髪天,3,金獅子の剛角,2,金獅子の黒荒毛,4,怪鳥の福耳,2
心滅ノ足袋・真,0,2,10,2,13,99,0,78,102,2,1,3,-5,2,気配,2,無心,2,潔癖,2,,,,,金獅子の怒髪天,3,金獅子の剛角,2,金獅子の黒荒毛,4,怪鳥の福耳,2
グリードＺグリーヴ,0,1,10,1,13,99,0,132,170,-2,-2,-5,-2,-2,匠,3,斬れ味,2,盾持,2,,,,,血戦の漆黒皮,2,歴戦の漆黒皮,5,恐暴竜の剛鉤爪,4,古龍の浄濃血,1
グリードＺレギンス,0,2,10,2,13,99,0,79,103,-2,-2,-4,-2,-2,通常弾強化,2,射法,2,盾持,2,,,,,血戦の漆黒皮,2,歴戦の漆黒皮,5,恐暴竜の剛鉤爪,4,古龍の浄濃血,1
グリードXRグリーヴ,0,1,10,3,13,99,0,128,166,-2,-2,-5,-2,-2,匠,5,,,,,,,,,獰猛化恐暴竜厚鱗,1,極悪な牙,3,ドス黒い血,4,獰猛化素材(Ｇ級pts),8
グリードXRレギンス,0,2,10,3,13,99,0,76,100,-2,-2,-4,-2,-2,通常弾強化,5,,,,,,,,,獰猛化恐暴竜厚鱗,1,極悪な牙,3,ドス黒い血,4,獰猛化素材(Ｇ級pts),8
ブラキウムグリーヴ,0,1,10,1,13,99,0,134,172,4,-2,0,-3,0,闘魂,4,底力,4,剛腕,2,乗り,-2,,,砕竜の撃滅拳,1,砕竜の重殻,4,砕竜の剛鉄拳,2,アルティマ結晶,5
ブラキウムレギンス,0,2,10,1,13,99,0,80,104,5,-1,0,-2,0,底力,4,闘魂,3,剛腕,2,乗り,-2,,,砕竜の撃滅拳,1,砕竜の重殻,4,砕竜の剛鉄拳,2,アルティマ結晶,5
暁丸【具足】,1,1,10,1,11,99,0,120,158,-2,2,0,2,-3,回避距離,2,底力,2,斬術,2,,,,,老山龍の厚鱗,3,老山龍の剛角,1,雌火竜の秘棘,3,古龍の浄血,2
曙丸【具足】,1,2,10,1,11,99,0,72,96,-1,2,0,2,-2,溜め短縮,2,底力,2,裏稼業,2,,,,,老山龍の厚鱗,3,老山龍の剛角,1,雌火竜の秘棘,3,古龍の浄血,2
凛【袴】,2,1,10,1,11,99,0,120,158,-2,2,0,2,-3,回避距離,2,底力,2,斬術,2,,,,,老山龍の厚鱗,3,老山龍の剛角,1,雌火竜の秘棘,3,古龍の浄血,2
艶【袴】,2,2,10,1,11,99,0,72,96,-1,2,0,2,-2,溜め短縮,2,底力,2,裏稼業,2,,,,,老山龍の厚鱗,3,老山龍の剛角,1,雌火竜の秘棘,3,古龍の浄血,2
GX暁丸【具足】,1,1,10,0,11,99,0,122,160,-2,2,0,2,-3,逆上,3,納刀,2,斬術,2,,,,,★生産素材未入力,1,,,,,,
GX曙丸【具足】,1,2,10,0,11,99,0,73,97,-1,2,0,2,-2,逆上,3,体術,2,裏稼業,2,,,,,★生産素材未入力,1,,,,,,
GX凛【袴】,2,1,10,0,11,99,0,122,160,-2,2,0,2,-3,逆上,3,納刀,2,斬術,2,,,,,EX老山龍チケット,1,老山龍の厚鱗,2,老山龍の剛角,2,老山龍素材(Ｇ級pts),8
GX艶【袴】,2,2,10,0,11,99,0,73,97,-1,2,0,2,-2,逆上,3,体術,2,裏稼業,2,,,,,EX老山龍チケット,1,老山龍の厚鱗,2,老山龍の剛角,2,老山龍素材(Ｇ級pts),8
暁丸戦流【具足】,1,1,10,0,11,99,0,116,154,-2,2,0,2,-3,回避性能,7,底力,2,,,,,,,老山龍の厚鱗,4,老山龍の剛角,1,獰猛な重尖爪,2,獰猛化素材(Ｇ級pts),8
曙丸戦流【具足】,1,2,10,0,11,99,0,69,93,-1,2,0,2,-2,体術,7,痛撃,2,,,,,,,老山龍の厚鱗,4,老山龍の剛角,1,獰猛な重尖爪,2,獰猛化素材(Ｇ級pts),8
凛戦流【袴】,2,1,10,0,11,99,0,116,154,-2,2,0,2,-3,回避性能,7,底力,2,,,,,,,老山龍の厚鱗,4,老山龍の剛角,1,獰猛な重尖爪,2,獰猛化素材(Ｇ級pts),8
艶戦流【袴】,2,2,10,0,11,99,0,69,93,-1,2,0,2,-2,体術,7,痛撃,2,,,,,,,老山龍の厚鱗,4,老山龍の剛角,1,獰猛な重尖爪,2,獰猛化素材(Ｇ級pts),8
アカムトＸケマル,0,1,10,1,13,99,0,134,172,4,0,-3,2,-5,聴覚保護,3,炎熱適応,2,剣術,2,鈍器,2,,,覇竜の厚鱗,4,覇竜の剛裂爪,4,覇竜の重殻,5,火竜の延髄,3
アカムトＸチキル,0,2,10,1,13,99,0,80,104,4,0,-3,2,-4,聴覚保護,3,炎熱適応,2,精密射撃,2,貫通弾強化,2,,,覇竜の厚鱗,4,覇竜の剛裂爪,4,覇竜の重殻,5,火竜の延髄,3
アカムトXRケマル,0,1,10,2,13,99,0,128,166,4,0,-3,2,-5,鈍器,7,,,,,,,,,巨竜結晶,1,獰猛な獄炎鱗,2,覇竜の厚鱗,6,獰猛化素材(Ｇ級pts),8
アカムトXRチキル,0,2,10,2,13,99,0,76,100,4,0,-3,2,-4,貫通弾強化,7,,,,,,,,,巨竜結晶,1,獰猛な獄炎鱗,2,覇竜の厚鱗,6,獰猛化素材(Ｇ級pts),8
ウカムルＸケマル,0,1,10,1,13,99,0,136,174,-4,0,-3,4,-2,攻撃,4,寒冷適応,2,斬れ味,2,回復量,2,,,崩竜の剛穿爪,2,崩竜の剛ヒレ,4,崩竜の腹鱗,5,真珠色の艶皮,5
ウカムルＸチキル,0,2,10,1,13,99,0,81,105,-4,0,-3,4,-2,攻撃,4,寒冷適応,2,散弾強化,2,回復量,2,,,崩竜の剛穿爪,2,崩竜の剛ヒレ,4,崩竜の腹鱗,5,真珠色の艶皮,5
荒天・真【袴】,0,1,10,1,13,99,0,132,170,-3,4,0,0,-5,回避性能,4,本気,3,会心強化,2,,,,,嵐龍の厚飛膜,4,嵐龍の重殻,5,嵐龍の剛爪,4,特大水袋,5
